0 X 14 39 53 X X X X X 74 X X 69 X 58 4 X 50 77 21 X 27 86 X X X 64 X 90 X 85 X X 17 X 48 X 86 70 X 60 X X X X X X X 42 29 4 85 10 X X X 31 X X X X 85 X X X 51 34 36 X X X 33 X X 77 100 X X X X X 25 X X 44 X 100 X 81 43 53 51 X X X X X 47 24 
X 90 50 X X 28 X X 30 16 X 44 88 85 X 58 X X X X 46 X 35 23 X 98 6 84 16 X 5 59 69 68 X X X X 89 X X X 57 24 58 X X X X 2 87 18 44 X X X X X 99 X X X X X X 99 33 13 15 4 29 X 14 72 98 48 24 X 0 X X 27 28 85 36 75 X 38 X 83 X X X 76 X 18 X X X X 
X X 57 X X 26 28 X 87 X 53 X X X X 54 X X X X 65 X 34 X 69 X 16 X 77 22 45 66 X X 84 X X X X 7 X X X 50 X 25 X X X 33 21 23 86 3 X 55 48 X 41 13 X X X 14 X 91 46 X X 18 X X 73 X X X X X X 0 73 X 51 X X X X X 56 86 X X 63 X 34 31 X 68 87 X 
X X 91 27 10 X X 17 68 X X 21 92 29 X 79 33 X X X X X X X 47 X X 5 X X 18 X 78 31 X X 10 78 61 42 60 20 X 5 X 9 15 X X 61 X X 74 X X 87 43 71 77 33 67 24 X X 72 X 86 96 X 58 13 X 87 42 1 X 8 X X 73 0 X 75 X 69 X X 83 X X 37 71 X 97 X X 48 17 X X 
X 28 X X X 17 X 20 X X 45 X 94 X X 72 X X X X X X X 1 X X X X X X X X X 20 X X X X X 36 X X 28 X 65 X 21 X 21 X 1 59 X 11 X X X 57 X 59 X 15 X X X X 7 X 79 97 X 70 73 70 43 X X X 27 X X 0 35 X 44 X 19 44 26 94 X 25 X 93 X 31 53 X 7 31 
25 11 X 57 17 37 X 57 X 40 57 83 X 50 57 X X X X X 17 X X X 1 6 58 49 14 6 X 1 91 7 75 78 X 51 X 5 X 94 X 51 67 39 X X 90 X 42 32 3 X 2 38 X 72 58 95 X 56 X 23 56 X 67 3 89 39 100 X X X X X X 46 28 51 75 35 0 X X 7 17 36 X X 7 X X X X 92 72 11 X 89 
X 46 94 X 47 78 30 X 93 18 X X X 80 21 52 X 67 X 39 47 87 X X X 61 82 X 74 21 38 X 69 26 X 39 60 X X 66 X X X 74 X X 79 100 28 50 X X X 100 52 31 63 66 X X X X 87 3 11 6 39 X X 36 67 89 78 1 85 X 2 X 85 X X X X 0 60 X 16 X X 18 X X X 23 X 8 X X X X 
X 66 78 28 60 34 X 27 X X X 19 76 X X X 67 84 93 X 48 61 21 X X 78 30 X 67 X 52 X 27 58 X X 61 43 X 98 X X X 57 X 36 71 42 X 24 87 X X 18 100 39 33 X X X X X X X 74 X X X 45 7 X X 95 10 X X X X 36 X 69 44 X 60 0 X X 76 88 29 X 87 53 X 21 94 X 3 X 95 
44 53 75 60 16 27 56 X X X X 83 25 65 41 X 72 18 X X X 14 X X X 65 62 33 74 4 X 7 X 72 X 24 99 X X 73 X X 41 X 76 X 37 X 84 95 X X X X X 16 X X X 62 X 41 X 57 66 X 41 99 X 70 43 X 53 X X 52 16 53 75 X X X 7 X X 0 40 X 76 15 48 X 8 X 43 35 X X 33 23 
X X X 94 49 X 89 X X 84 X X X 47 54 42 X X X 34 X X 78 76 X X 83 X X X X X 76 X 68 X X X 14 36 61 X 7 X X 22 X 54 52 X 74 X X X X X X 13 X X 46 13 66 X X X 53 95 X 1 33 X 59 X 17 X 89 X X X X 19 17 16 X 40 0 X 61 X 66 X X X 69 X 2 X 59 X 
100 65 69 X X 40 75 X 78 X 9 X X X X 47 67 59 65 67 57 38 X 60 X X 87 31 78 25 X 97 X X 64 81 43 X X 64 X X X 8 X 15 94 36 21 X 77 82 97 X X 9 X 57 X X X 81 X X X X 7 55 81 74 X X X X X 99 X 36 38 X 83 44 36 X 76 X X 0 50 52 X 77 44 5 X 63 X X 7 X 
X X X 81 54 4 77 X 41 X 11 X X X X 28 X X 22 59 X 45 X 3 X 56 47 X 77 6 X 68 84 X 25 63 X X 96 66 X 46 36 33 X X X X 60 X X 46 X X X X X X 3 X 38 7 92 X X X 11 23 X 49 X X X X X 69 X 17 X 56 X 26 X X 88 76 61 50 0 X X 12 81 54 X 45 X 41 X 64 
81 X X X X 52 X 44 X X X 16 X 93 X X X 52 X X 32 84 93 24 X X X X 77 27 X 24 9 33 X X 12 47 84 57 X X 22 X 38 X 62 44 X X 10 3 89 X X X 34 29 X X 67 7 5 X X 31 8 19 84 86 X 55 57 X 38 98 20 94 83 86 X 94 X 18 29 15 X 52 X 0 X 39 27 48 67 1 48 X X 79 
43 X X 81 5 53 X X X 90 X 100 X X X 79 X 18 59 X X X 5 21 X 44 X 96 X 64 49 X 49 X 87 54 X X X 19 X X 55 X X X X 70 23 78 81 83 X X X X 69 69 X 91 57 58 18 X 44 X X X 76 6 X X X X X X X 34 X X 37 X 7 X X 48 66 X X X 0 64 X 2 72 28 19 X 95 6 
53 2 X X X X X X X X 58 X 56 X 7 21 23 70 X 99 69 76 9 X X X X X X 51 X X X 73 73 X X X 49 84 38 29 41 X X X X X 95 X 2 4 X 91 X X X X 8 90 X X X 6 11 84 47 16 24 X X 96 X 37 X 100 66 X X X 71 25 X X 87 X X 77 12 39 64 0 X 32 X X 86 X 78 X 
51 98 X X X X X 93 91 26 82 20 X 71 X 68 84 29 X X X X 100 54 12 68 X X 22 68 X X X 43 X 6 X 41 84 58 12 X 59 25 X X 27 X 48 69 X X X 85 73 96 82 X 33 49 X 38 X X X X X 3 X X X 75 X 82 36 X 77 100 X 63 X X X X 53 8 X 44 81 27 X X 0 X 83 39 69 22 62 X 
X 85 18 X 33 93 X X 51 95 24 48 51 X 61 77 24 84 37 12 X X X X 76 X 27 X X 94 X X 6 X 98 X X 37 55 62 40 X 86 X 53 14 57 10 31 46 16 X X X X 38 X X X X 40 94 X X X 31 93 86 77 X 39 X 6 X 70 X X X 76 X 97 93 X 23 X X X 5 54 48 2 32 X 0 X 20 49 24 44 16 
X X 15 X 96 X 9 X 13 39 X X 52 X 44 X X X X X X X 2 X 40 X 67 X 85 X 70 X X 89 65 80 87 7 36 X 16 X 21 35 X 53 X X X X X 70 X X 2 54 X X 7 X X 34 X 24 82 X 72 96 X X X X X 80 X X 95 95 X 34 X X X X 21 43 69 X X 67 72 X 83 X 0 78 X X X 62 
X 88 X 22 X 41 X X X 59 18 X 37 10 X 46 22 97 93 X X 38 X X 63 X 79 X X 68 93 55 X X 73 X X 24 58 X 8 X X 53 57 X 60 X 46 31 X 52 X X X 21 X 83 24 74 X 9 97 X X X 100 28 X 100 22 X X X X X 84 X 18 31 X 31 92 8 94 35 X 63 45 1 28 X 39 20 78 0 X 61 18 X 
X X X 37 17 38 75 X 82 X X 30 30 96 X X X X X X 89 56 X 69 X X X X 40 X 57 66 X X 45 31 91 X X X X X 5 33 X X X 12 X 97 X 51 X X 76 X X 40 X X 29 X 93 47 X X X 52 X X X 86 X 9 X 39 X X X X 48 53 72 X X X 2 X X 48 19 86 69 49 X X 0 X 60 76 
X X 27 4 2 X 18 11 86 X 9 X X 6 42 14 97 X 59 X 11 X 14 3 2 18 5 X 90 70 X X X 50 5 X X X 87 64 X 17 X 71 25 31 98 46 1 X 9 37 X X X X X 1 77 40 80 31 20 X X 43 87 79 X 24 47 10 5 28 22 X 85 X X 68 17 X 11 X 3 X X X 41 X X X 22 24 X 61 X 0 52 67 
47 X 50 X 7 20 X 47 X 12 X 24 62 X X X X 98 X 23 19 X 16 4 77 X X X 17 X 28 23 X X 99 X X 1 40 92 X 13 80 18 X 68 X 68 19 X X 23 68 X 90 X X 100 X X X X X X X 37 8 67 38 77 86 89 X X 71 45 X X X 87 X 7 X X X 33 59 7 X X 95 78 62 44 X 18 60 52 0 X 
24 22 X 11 32 5 56 X 48 X 77 X X 84 25 X X 82 46 X X X X X X X X 82 X X 89 X X X 13 X 30 X X 37 X X X 86 X X 89 X 21 X 55 X 44 X 32 43 62 X X 85 35 70 X X X X X 64 26 52 X 17 37 X 68 12 X 86 X X X 31 89 X 95 23 X X 64 79 6 X X 16 62 X 76 67 X 0 
